Date,Open,High,Low,Close,Volume,Turnover
2019-06-25,26886.9,27054.1,26811.6,27028.45,189314718.0,59483800000.0
2019-06-26,26981.1,27304.1,26954.2,27246.3,,
2019-06-27,27269.5,27417.3,27252.0,27381.35,363996336.0,53842000000.0
2019-06-28,27431.4,27492.25,27285.8,27332.5,187919503.0,40301400000.0
2019-07-01,27436.85,27528.75,27402.15,27471.75,153123930.0,30932300000.0
2019-07-02,27547.95,27577.55,27435.75,27562.85,134945757.0,26775600000.0
2019-07-03,27642.35,27721.6,27535.55,27704.9,185313335.0,35908300000.0
2019-07-04,27726.45,27817.9,27721.7,27762.0,283910535.0,43804700000.0
2019-07-05,27820.55,27877.0,27297.85,27378.0,267048664.0,55564100000.0
2019-07-08,27206.8,27216.15,26708.85,26810.65,210990930.0,38603000000.0
2019-07-09,26806.85,26979.0,26607.2,26953.15,157349116.0,36049000000.0
2019-07-10,26897.2,26996.35,26689.7,26739.5,175139849.0,47599200000.0
2019-07-11,26858.25,26949.4,26758.1,26932.1,194767826.0,49567700000.00001
2019-07-12,26977.75,27139.65,26933.25,26983.65,159945697.0,37855800000.0
2019-07-15,27039.6,27148.7,26929.7,27096.3,143758684.0,37308900000.0
2019-07-16,27072.45,27395.0,27031.1,27365.5,172897717.0,43155400000.0
2019-07-17,27371.5,27547.5,27354.95,27428.35,179694167.0,44627000000.0
2019-07-18,27410.7,27417.5,27094.4,27120.05,189421872.0,43253500000.0
2019-07-19,27264.6,27323.2,26598.3,26656.15,259852759.0,64847900000.0
2019-07-22,26615.55,26713.9,26331.85,26676.1,187813267.0,44226600000.0
2019-07-23,26706.25,26752.0,26495.7,26560.25,216330631.0,42993100000.00001
2019-07-24,26569.9,26638.45,26064.95,26133.9,293172588.0,56484200000.0
2019-07-25,26221.6,26476.65,26215.3,26302.15,232015815.0,53435900000.0
2019-07-26,26342.35,26629.5,26253.95,26553.9,248122116.0,39518200000.0
2019-07-29,26532.3,26559.05,26086.65,26197.35,800260852.0,39161900000.0
2019-07-30,26207.0,26397.65,25796.4,25838.0,544330890.0,46018600000.0
2019-07-31,25748.25,26111.85,25490.05,26071.3,323464956.0,40793000000.0
2019-08-01,25957.5,26107.75,25508.25,25732.95,298354061.0,41671899999.99999
2019-08-02,25607.4,25953.4,25336.7,25811.25,448886253.0,52951100000.0
2019-08-05,25639.6,25728.1,25337.8,25601.75,276803220.0,37665800000.0
2019-08-06,25502.7,25930.1,25498.7,25848.5,300516320.0,41565900000.0
2019-08-07,25893.6,26054.25,25675.15,25730.0,322850113.0,41356500000.0
2019-08-08,25875.45,26117.45,25745.4,26050.65,375943807.0,53970800000.0
2019-08-09,26159.65,26443.0,26133.6,26236.6,345376883.0,49284799999.99999
2019-08-13,26228.3,26228.9,25583.05,25636.1,404567265.0,46445400000.0
2019-08-14,25659.3,25958.95,25553.65,25914.0,352211522.0,57689100000.0
2019-08-16,25837.5,26021.85,25693.65,25999.6,414305093.0,39953000000.0
2019-08-19,26078.4,26266.05,25947.05,25981.65,271331850.0,38824400000.0
2019-08-20,26005.55,26032.85,25708.4,25783.45,323298786.0,39802900000.0
2019-08-21,25827.2,25837.75,25455.55,25482.05,298545967.0,40817600000.0
2019-08-22,25460.85,25476.85,25078.75,25136.9,432641931.0,50688200000.0
2019-08-23,25081.4,25418.0,24873.25,25345.1,396929665.0,47037200000.0
2019-08-26,25749.0,25849.55,25174.25,25813.55,457364057.0,51626500000.0
2019-08-27,25929.25,26226.9,25923.3,26156.25,506307212.0,102106299999.99998
2019-08-28,26204.2,26234.25,25880.5,26032.15,354754390.0,42292600000.0
2019-08-29,25979.6,26099.2,25820.25,26046.9,333285731.0,38326600000.0
2019-08-30,26155.65,26457.2,26001.45,26405.05,338095558.0,50542100000.0
2019-09-03,26259.85,26310.35,25770.45,25834.35,235497641.0,44937100000.0
2019-09-04,25858.55,25893.75,25511.95,25800.55,261045879.0,42002200000.0
2019-09-05,25878.95,26036.8,25853.55,25935.05,236876724.0,38213700000.0
2019-09-06,26025.2,26082.35,25883.95,26053.95,252987894.0,34588500000.0
2019-09-09,26048.65,26189.45,25970.4,26141.0,198896456.0,28669100000.0
2019-09-11,26184.95,26363.6,26112.05,26309.65,342399974.0,62171600000.0
2019-09-12,26380.0,26495.85,26253.15,26285.0,300496658.0,40260300000.0
2019-09-13,26375.05,26486.45,26104.45,26460.1,298072326.0,42604399999.99999
2019-09-16,26282.15,26494.6,26163.4,26431.2,211777953.0,39539600000.0
2019-09-17,26436.6,26476.65,25947.4,25987.95,362805829.0,42972500000.0
2019-09-18,26127.3,26193.1,25948.1,26149.9,274232923.0,34004500000.0
2019-09-19,26178.7,26189.0,25814.75,25922.1,469329052.0,32245200000.0
2019-09-20,26026.45,27476.35,25812.05,27406.85,676180708.0,96725200000.0
2019-09-23,27841.7,28152.15,27731.2,27912.35,447534013.0,84226900000.0
2019-09-24,27972.2,28030.4,27679.35,27942.55,307909518.0,50589399999.99999
2019-09-25,27874.15,27891.95,27408.6,27484.5,300192303.0,48753600000.0
2019-09-26,27517.6,27929.35,27512.95,27811.0,344957114.0,62269900000.0
2019-09-27,27790.7,27955.2,27710.05,27818.1,322904494.0,57227000000.0
2019-09-30,27794.4,27807.7,27380.1,27520.3,676661838.0,76576300000.0
2019-10-01,27630.5,27758.65,26901.8,27249.85,565909064.0,79474300000.0
2019-10-03,27151.6,27285.35,26924.3,27023.2,367964313.0,59208800000.0
2019-10-04,27136.25,27180.5,26641.1,26681.6,314793143.0,51390200000.00001
2019-10-07,26651.8,26680.45,26256.7,26295.05,323006240.0,56884200000.0
2019-10-09,26320.9,26681.25,26169.05,26660.3,458080560.0,62605300000.0
2019-10-10,26575.8,26684.0,26421.4,26492.85,688172340.0,64772200000.0
2019-10-11,26556.8,26699.1,26385.15,26598.6,418024728.0,68913800000.0
2019-10-14,26679.6,26899.8,26622.7,26791.6,375422194.0,55663100000.00001
2019-10-15,26829.75,27052.6,26803.25,27010.6,364648965.0,86196600000.0
2019-10-16,27085.1,27285.25,27041.9,27240.55,554664940.0,95792300000.0
2019-10-17,27275.6,27650.6,27230.8,27627.6,459730274.0,70988000000.0
2019-10-18,27665.2,28065.1,27605.5,28014.15,405696438.0,71481500000.0
2019-10-22,28088.0,28379.95,28049.4,28163.95,415268821.0,81053800000.0
