Date,Open,High,Low,Close,Volume,Turnover
2019-06-07,11865.2,11897.5,11769.5,11870.65,302455910,149394000000.0
2019-06-10,11934.9,11975.05,11871.75,11922.7,303329445,131254100000.0
2019-06-11,11959.85,12000.35,11904.35,11965.6,332181958,153922800000.0
2019-06-12,11962.45,11962.45,11866.35,11906.2,283718253,141201700000.0
2019-06-13,11873.9,11931.35,11817.05,11914.05,447901993,186809100000.0
2019-06-14,11910.1,11911.85,11797.7,11823.3,390294634,162265700000.0
2019-06-17,11844.0,11844.05,11657.75,11672.15,295528399,138516700000.0
2019-06-18,11677.05,11727.2,11641.15,11691.5,365525622,161206900000.0
2019-06-19,11744.45,11802.5,11625.1,11691.45,446933027,187227100000.0
2019-06-20,11653.65,11843.5,11635.05,11831.75,442016954,188391100000.0
2019-06-21,11827.6,11827.95,11705.1,11724.1,468430388,233461300000.0
2019-06-24,11725.8,11754.0,11670.2,11699.65,277620788,126313799999.99998
2019-06-25,11681.0,11814.4,11651.0,11796.45,300476353,138228300000.0
2019-06-26,11768.15,11871.85,11757.55,11847.55,327885018,146508900000.0
2019-06-27,11860.85,11911.15,11821.05,11841.55,480169350,233003000000.0
2019-06-28,11861.15,11871.7,11775.5,11788.85,303888701,151919000000.0
2019-07-01,11839.9,11884.65,11830.8,11865.6,278415889,128749599999.99998
2019-07-02,11890.3,11917.45,11814.7,11910.3,363197036,136159400000.0
2019-07-03,11932.15,11945.2,11887.05,11916.75,340527508,142903300000.0
2019-07-04,11928.8,11969.25,11923.65,11946.75,333595172,147588700000.0
2019-07-05,11964.75,11981.75,11797.9,11811.15,530720039,188719900000.00003
2019-07-08,11770.4,11771.9,11523.3,11558.6,464029444,191462500000.0
2019-07-09,11531.6,11582.55,11461.0,11555.9,442520253,215779500000.0
2019-07-10,11536.15,11593.7,11475.65,11498.9,337571014,160985300000.0
2019-07-11,11561.45,11599.0,11519.5,11582.9,317257578,145862000000.0
2019-07-12,11601.15,11639.55,11538.6,11552.5,359421182,169475700000.0
2019-07-15,11614.75,11618.4,11532.3,11588.35,368788782,158359900000.0
2019-07-16,11596.65,11670.05,11573.95,11662.6,480156167,159679100000.0
2019-07-17,11670.75,11706.65,11651.15,11687.5,464827734,152505000000.0
2019-07-18,11675.6,11677.15,11582.4,11596.9,498258158,166840300000.0
2019-07-19,11627.95,11640.35,11399.3,11419.25,446049198,173264000000.0
2019-07-22,11392.85,11398.15,11301.25,11346.2,516044335,193042300000.0
2019-07-23,11372.25,11398.15,11302.8,11331.05,458931191,191993200000.0
2019-07-24,11322.45,11359.75,11229.8,11271.3,413202832,183531300000.0
2019-07-25,11290.4,11361.4,11239.35,11252.15,553676897,243292100000.0
2019-07-26,11247.45,11307.6,11210.05,11284.3,522670420,203503800000.0
2019-07-29,11307.5,11310.95,11152.4,11189.2,482862376,187059199999.99997
2019-07-30,11213.7,11267.45,11072.65,11085.4,479059399,205457100000.0
2019-07-31,11034.05,11145.3,10999.4,11118.0,536694278,236812200000.0
2019-08-01,11060.2,11076.75,10881.0,10980.0,499918953,210483200000.0
2019-08-02,10930.3,11080.15,10848.95,10997.35,547416246,239720400000.0
2019-08-05,10895.8,10895.8,10782.6,10862.6,506556609,208241000000.0
2019-08-06,10815.4,11018.55,10813.8,10948.25,517891491,216764000000.0
2019-08-07,10958.1,10975.65,10835.9,10855.5,548465787,212282800000.0
2019-08-08,10899.2,11058.05,10842.95,11032.45,482471622,206676000000.0
2019-08-09,11087.9,11181.45,11062.8,11109.65,538063563,210920500000.0
