Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-10-13,ADANIPORTS,EQ,320.75,320.0,325.3,319.1,322.6,323.55,323.18,1271687,41097790130000.0,27315,666102,0.5238
2015-10-14,ADANIPORTS,EQ,323.55,323.0,328.4,321.3,325.0,324.5,325.75,1676790,54621995960000.0,26385,879103,0.5243
2015-10-15,ADANIPORTS,EQ,324.5,325.2,331.0,325.0,328.8,329.0,328.93,1970502,64814927015000.0,39544,902908,0.4582
2015-10-16,ADANIPORTS,EQ,329.0,330.45,330.9,320.05,323.3,323.7,323.27,1561900,50491560135000.0,25417,700529,0.4485
2015-10-19,ADANIPORTS,EQ,323.7,323.3,324.7,315.6,317.85,317.7,318.52,1396880,44494030880000.0,21792,640665,0.4586
2015-10-20,ADANIPORTS,EQ,317.7,319.3,319.3,308.7,309.9,309.85,312.85,5636626,176340248600000.0,52250,3278985,0.5817
2015-10-21,ADANIPORTS,EQ,309.85,309.0,314.8,309.0,314.5,314.2,312.75,2184160,68308553340000.0,27897,906155,0.41490000000000005
2015-10-23,ADANIPORTS,EQ,314.2,317.3,318.0,313.05,314.25,314.15,314.97,1598163,50337755400000.0,36241,937026,0.5863
2015-10-26,ADANIPORTS,EQ,314.15,315.3,317.0,311.6,316.25,316.35,314.67,1674155,52681251105000.0,31081,755976,0.4516
2015-10-27,ADANIPORTS,EQ,316.35,315.8,316.65,310.35,311.5,311.3,311.97,2983187,93066169420000.0,49825,1950354,0.6537999999999999
2015-10-28,ADANIPORTS,EQ,311.3,309.0,310.75,298.25,301.2,300.65,303.42,6552757,198826825970000.0,88249,4293162,0.6552
2015-10-29,ADANIPORTS,EQ,300.65,300.85,303.35,298.15,300.1,300.1,300.58,4435704,133328757240000.02,54301,2575054,0.5805
2015-10-30,ADANIPORTS,EQ,300.1,301.8,302.75,294.35,295.5,296.25,298.92,3247944,97088780775000.0,53401,1892279,0.5826
2015-11-02,ADANIPORTS,EQ,296.25,293.1,302.7,290.1,295.2,295.55,296.37,7004865,207604915470000.0,113411,2435838,0.34770000000000006
2015-11-03,ADANIPORTS,EQ,295.55,298.35,301.5,290.3,291.25,291.2,294.78,3207025,94536843240000.0,45210,1186971,0.3701
2015-11-04,ADANIPORTS,EQ,291.2,293.45,295.2,287.55,289.2,289.45,290.54,2575040,74814604375000.0,55093,1386363,0.5384000000000001
2015-11-05,ADANIPORTS,EQ,289.45,289.2,292.95,283.0,283.8,284.1,288.35,2305175,66469176375000.0,43778,1066325,0.4626
2015-11-06,ADANIPORTS,EQ,284.1,284.5,287.9,281.3,285.0,285.05,284.84,2510273,71501955740000.0,78367,1466991,0.5844
2015-11-09,ADANIPORTS,EQ,285.05,277.95,283.5,274.4,276.15,276.05,278.43,5642736,157111149370000.0,100788,3503760,0.6209
2015-11-10,ADANIPORTS,EQ,276.05,276.0,276.6,262.45,266.0,265.6,267.49,5013279,134101275640000.02,77214,2792157,0.557
2015-11-11,ADANIPORTS,EQ,265.6,266.95,268.95,266.4,267.7,267.5,267.47,255406,6831280670000.0,4386,105881,0.4146
2015-11-13,ADANIPORTS,EQ,267.5,266.5,268.95,261.6,267.8,267.35,265.73,4675141,124232789570000.0,60321,2943236,0.6296
2015-11-16,ADANIPORTS,EQ,267.35,267.0,273.25,266.6,272.65,272.1,270.3,2383616,64428884029999.99,28083,1211602,0.5083
2015-11-17,ADANIPORTS,EQ,272.1,275.8,276.4,269.55,270.25,270.75,272.77,2545418,69430502045000.01,40635,1256139,0.49350000000000005
2015-11-18,ADANIPORTS,EQ,270.75,270.4,272.4,265.7,267.05,267.3,268.56,2005924,53870283425000.0,32408,872740,0.4351
2015-11-19,ADANIPORTS,EQ,267.3,268.15,271.5,265.35,271.3,270.75,269.16,2036037,54801529879999.99,32596,764635,0.37560000000000004
2015-11-20,ADANIPORTS,EQ,270.75,268.1,273.5,268.1,270.3,269.7,271.23,3352666,90934497485000.0,27714,2235636,0.6668000000000001
2015-11-23,ADANIPORTS,EQ,269.7,274.4,278.9,273.4,275.9,276.5,276.61,3246402,89799173305000.0,43515,1133286,0.34909999999999997
2015-11-24,ADANIPORTS,EQ,276.5,276.5,277.0,269.5,270.25,270.25,271.86,2730094,74221184680000.0,44747,1271259,0.4656
2015-11-26,ADANIPORTS,EQ,270.25,271.5,272.5,267.05,268.2,268.0,269.2,5489324,147771969925000.0,60715,3845527,0.7005
2015-11-27,ADANIPORTS,EQ,268.0,269.0,271.7,267.55,267.6,268.25,269.3,3022945,81408476670000.0,43848,1881393,0.6224000000000001
2015-11-30,ADANIPORTS,EQ,268.25,268.5,269.2,264.25,268.0,267.7,267.1,4828780,128978792670000.0,60459,3532372,0.7315
2015-12-01,ADANIPORTS,EQ,267.7,269.0,269.35,261.1,263.0,263.25,264.13,5104457,134825088905000.0,74107,3256409,0.638
2015-12-02,ADANIPORTS,EQ,263.25,263.7,265.8,260.05,260.2,261.4,262.59,3928835,103166640060000.0,57933,2292505,0.5835
2015-12-03,ADANIPORTS,EQ,261.4,259.95,262.95,256.85,256.85,258.85,259.78,5427457,140996209455000.0,38574,3577157,0.6591
2015-12-04,ADANIPORTS,EQ,258.85,255.0,257.9,254.55,255.8,255.55,255.73,3911817,100037612460000.0,61978,2411128,0.6164000000000001
2015-12-07,ADANIPORTS,EQ,255.55,257.85,258.9,254.5,255.15,255.1,256.04,2699537,69120042540000.0,25740,1467033,0.5434
2015-12-08,ADANIPORTS,EQ,255.1,255.0,255.0,250.05,250.05,251.05,252.39,2741462,69192161015000.0,57273,1522022,0.5552
2015-12-09,ADANIPORTS,EQ,251.05,249.0,251.3,243.65,243.85,244.0,246.5,4226145,104175940505000.0,33906,2594302,0.6139
2015-12-10,ADANIPORTS,EQ,244.0,245.1,249.45,242.15,245.95,246.9,246.71,4531790,111805618290000.02,56019,2618819,0.5779
2015-12-11,ADANIPORTS,EQ,246.9,247.95,250.4,238.75,241.3,241.15,243.9,3975604,96963608485000.0,56405,2276009,0.5725
2015-12-14,ADANIPORTS,EQ,241.15,239.8,255.5,239.15,254.9,254.55,251.04,4625481,116119222225000.0,66588,1876225,0.4056
2015-12-15,ADANIPORTS,EQ,254.55,256.6,257.4,251.1,251.6,252.1,253.03,3908369,98893919405000.0,52458,1977984,0.5061
2015-12-16,ADANIPORTS,EQ,252.1,253.7,254.5,249.0,251.85,251.65,252.45,2954754,74592790630000.0,81360,1364545,0.4618
2015-12-17,ADANIPORTS,EQ,251.65,253.0,257.65,252.0,256.0,256.3,254.76,2430145,61909673229999.99,40078,990396,0.40750000000000003
2015-12-18,ADANIPORTS,EQ,256.3,256.0,261.25,253.55,261.0,260.2,259.16,3384209,87704429640000.0,35661,1828240,0.5402
2015-12-21,ADANIPORTS,EQ,260.2,261.55,262.6,257.95,260.3,260.6,260.38,1249639,32538107889999.996,18804,459484,0.3677
2015-12-22,ADANIPORTS,EQ,260.6,261.3,261.3,256.35,256.65,257.6,258.85,1992099,51566026850000.0,23598,1358271,0.6818000000000001
2015-12-23,ADANIPORTS,EQ,257.6,259.0,260.25,255.85,256.4,257.3,257.87,1924064,49616652605000.0,19757,704118,0.36600000000000005
2015-12-24,ADANIPORTS,EQ,257.3,257.2,261.3,254.45,257.8,258.1,257.77,1660435,42801756550000.0,18039,446633,0.269
2015-12-28,ADANIPORTS,EQ,258.1,259.0,263.0,257.1,261.9,262.0,260.75,2392484,62383319360000.0,24704,1261322,0.5272
2015-12-29,ADANIPORTS,EQ,262.0,263.3,266.4,261.7,263.4,263.55,264.11,1721015,45454087015000.0,30215,568064,0.3301
2015-12-30,ADANIPORTS,EQ,263.55,264.4,265.0,261.05,261.05,261.75,262.67,1410867,37059026120000.0,17061,655214,0.4644
2015-12-31,ADANIPORTS,EQ,261.75,262.5,262.95,259.2,260.7,260.9,260.75,2727837,71128420670000.0,22549,1948665,0.7144
2016-01-01,ADANIPORTS,EQ,260.9,261.0,268.3,260.1,267.15,267.55,265.19,1347893,35744779740000.0,16568,405124,0.3006
2016-01-04,ADANIPORTS,EQ,267.55,264.45,266.5,257.0,257.0,257.95,262.15,2536252,66488789404999.99,37362,1331790,0.5251
2016-01-05,ADANIPORTS,EQ,257.95,259.2,260.3,254.25,254.7,255.7,256.82,2815055,72296295210000.0,36455,1547519,0.5497
2016-01-06,ADANIPORTS,EQ,255.7,253.0,257.3,250.55,251.2,251.8,253.85,2029467,51517295795000.0,41766,738511,0.3639
2016-01-07,ADANIPORTS,EQ,251.8,245.65,247.5,241.5,244.9,245.0,244.85,4244402,103923335200000.0,63516,2231538,0.5258
2016-01-08,ADANIPORTS,EQ,245.0,245.3,247.25,239.35,241.35,241.4,242.07,4219352,102137850880000.0,58497,2468801,0.5851
2016-01-11,ADANIPORTS,EQ,241.4,237.0,238.7,232.5,233.5,234.05,235.52,2995719,70554764535000.0,65092,1403898,0.4686
2016-01-12,ADANIPORTS,EQ,234.05,234.2,240.5,234.1,237.25,236.6,236.95,3544439,83986083960000.0,46070,1534229,0.4329
2016-01-13,ADANIPORTS,EQ,236.6,238.75,239.8,222.8,230.2,230.2,229.14,4137056,94797441600000.0,50407,1787110,0.43200000000000005
2016-01-14,ADANIPORTS,EQ,230.2,227.0,232.95,224.7,227.25,227.8,228.28,2802513,63977119460000.0,45501,1130440,0.40340000000000004
2016-01-15,ADANIPORTS,EQ,227.8,228.5,229.45,216.5,220.3,218.25,221.07,3286291,72649007015000.0,28882,1896716,0.5772
2016-01-18,ADANIPORTS,EQ,218.25,211.1,225.9,209.8,219.5,219.3,217.82,4116330,89660216830000.0,58467,1829725,0.44450000000000006
2016-01-19,ADANIPORTS,EQ,219.3,222.8,233.9,218.7,232.6,232.85,228.33,3713322,84785127475000.0,38345,1748152,0.4708
2016-01-20,ADANIPORTS,EQ,232.85,229.05,229.35,216.05,219.7,219.4,220.45,4087126,90102586060000.0,40825,2081371,0.5093
2016-01-21,ADANIPORTS,EQ,219.4,224.0,224.0,215.1,221.75,221.3,219.81,7664473,168473294975000.0,53938,5242192,0.684
2016-01-22,ADANIPORTS,EQ,221.3,223.0,225.0,216.45,221.0,221.75,220.72,5622627,124102041470000.0,63572,3159108,0.5619
2016-01-25,ADANIPORTS,EQ,221.75,223.0,225.8,217.75,218.05,218.4,222.18,1804218,40085405735000.0,26134,627931,0.348
2016-01-27,ADANIPORTS,EQ,218.4,219.95,220.05,214.5,214.9,215.35,216.39,2189628,47381679990000.0,31409,1037647,0.4739
2016-01-28,ADANIPORTS,EQ,215.35,216.0,219.95,207.15,210.25,210.85,211.43,12022147,254185162760000.0,76109,7499717,0.6238
2016-01-29,ADANIPORTS,EQ,210.85,211.35,216.75,208.6,210.8,212.25,213.38,4589849,97940457640000.0,67825,2348259,0.5115999999999999
2016-02-01,ADANIPORTS,EQ,212.25,213.25,221.8,212.75,220.6,221.1,218.92,3982611,87185607555000.0,53589,1735022,0.43560000000000004
2016-02-02,ADANIPORTS,EQ,221.1,221.95,223.95,211.7,214.5,213.25,219.16,2971041,65113627770000.01,47008,1211845,0.4079
