Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,MINDTREE,2020-07-30,1008.0,1044.8,998.95,1018.35,1018.25,1018.35,2872,2361906000.0,1420000,-141600,
2020-07-16,MINDTREE,2020-07-30,1000.0,1012.5,984.15,1004.95,1005.0,1004.95,186,149154000.0,1561600,-144000,
2020-07-15,MINDTREE,2020-07-30,975.0,1005.0,963.0,983.75,980.1,983.75,376,296538000.0,1705600,-294400,
2020-07-14,MINDTREE,2020-07-30,1011.45,1025.0,967.35,976.6,976.45,976.6,8981,7163589000.0,2000000,292800,
2020-07-13,MINDTREE,2020-07-30,1017.0,1026.3,1003.15,1013.05,1014.0,1013.05,1800,1460172000.0,1707200,131200,
2020-07-10,MINDTREE,2020-07-30,990.0,1017.0,982.0,1011.3,1016.45,1011.3,2058,1645204000.0,1576000,36800,
2020-07-09,MINDTREE,2020-07-30,985.1,1006.15,984.0,991.25,991.15,991.25,978,777118000.0,1539200,60000,
2020-07-08,MINDTREE,2020-07-30,982.0,996.6,975.35,986.2,984.95,986.2,1879,1486137000.0,1479200,-96000,
2020-07-07,MINDTREE,2020-07-30,950.5,989.65,950.5,980.7,982.0,980.7,3427,2684144000.0,1575200,-162400,982.05
2020-07-06,MINDTREE,2020-07-30,945.3,963.3,930.0,960.35,958.5,960.35,1804,1373720000.0,1737600,-150400,
2020-07-03,MINDTREE,2020-07-30,930.0,956.35,927.35,938.0,936.75,938.0,2953,2238119000.0,1888000,146400,945.15
2020-07-02,MINDTREE,2020-07-30,922.35,942.55,913.6,931.05,930.9,931.05,1595,1190221000.0,1741600,-33600,937.4
2020-07-01,MINDTREE,2020-07-30,918.5,927.0,908.1,917.25,916.55,917.25,815,598345000.0,1775200,-19200,
2020-06-25,MINDTREE,2020-06-25,920.0,928.95,912.6,916.7,915.8,916.7,702,515929000.0,100000,-226400,916.7
2020-06-24,MINDTREE,2020-06-25,930.2,943.6,914.7,923.25,917.0,923.25,1994,1491111000.0,326400,-597600,924.4
2020-06-23,MINDTREE,2020-06-25,909.0,941.0,907.35,928.5,929.9,928.5,2686,1991423000.0,924000,-526400,
2020-06-22,MINDTREE,2020-06-25,900.6,921.35,897.65,909.9,912.05,909.9,1394,1017416000.0,1450400,-79200,
2020-06-19,MINDTREE,2020-06-25,905.0,934.0,894.0,916.9,908.2,916.9,3018,2202807000.0,1529600,-5600,
2020-06-18,MINDTREE,2020-06-25,904.7,914.5,890.05,901.3,904.05,901.3,1028,741711000.0,1535200,64000,
