Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,TATASTEEL,2020-08-27,341.25,348.45,340.45,342.4,342.5,342.4,667,390940000.0,1524900,69700,
2020-07-16,TATASTEEL,2020-08-27,327.05,338.0,323.55,333.25,333.0,333.25,538,301758000.0,1455200,234600,
2020-07-15,TATASTEEL,2020-08-27,332.5,338.2,330.0,330.9,330.25,330.9,313,178341000.0,1220600,5100,
2020-07-14,TATASTEEL,2020-08-27,330.75,331.05,324.75,328.65,328.6,328.65,198,110375000.0,1215500,42500,
2020-07-13,TATASTEEL,2020-08-27,336.15,339.25,331.6,334.7,334.55,334.7,263,149905000.0,1173000,13600,
2020-07-10,TATASTEEL,2020-08-27,333.0,335.15,326.95,331.15,330.9,331.15,300,168987000.0,1159400,130900,
2020-07-09,TATASTEEL,2020-08-27,330.5,340.45,330.2,336.75,337.0,336.75,424,243104000.0,1028500,49300,
2020-07-08,TATASTEEL,2020-08-27,325.25,338.2,325.0,326.45,326.4,326.45,657,370419000.0,979200,57800,
2020-07-07,TATASTEEL,2020-08-27,330.8,331.2,320.0,322.3,322.95,322.3,564,310958000.0,921400,209100,330.3
2020-07-06,TATASTEEL,2020-08-27,323.0,334.1,321.8,332.0,332.25,332.0,365,204828000.00000003,712300,44200,
2020-07-03,TATASTEEL,2020-08-27,332.75,332.75,319.4,320.3,319.4,320.3,437,240313000.0,668100,47600,329.9
2020-07-02,TATASTEEL,2020-08-27,318.15,330.0,317.0,327.15,326.45,327.15,313,172056000.0,620500,20400,334.9
2020-07-01,TATASTEEL,2020-08-27,317.5,318.0,313.5,316.15,316.65,316.15,273,146536000.0,600100,32300,
2020-06-30,TATASTEEL,2020-07-30,316.95,336.4,315.45,324.35,325.9,324.35,24331,13622617000.000002,16218000,477700,
2020-06-29,TATASTEEL,2020-07-30,317.45,320.75,306.65,314.8,313.4,314.8,8244,4370843000.0,15740300,630700,320.85
2020-06-26,TATASTEEL,2020-07-30,320.85,325.35,316.65,319.2,321.0,319.2,10328,5648706000.0,15109600,-430100,323.85
2020-06-25,TATASTEEL,2020-07-30,319.95,323.7,317.6,319.2,319.15,319.2,8032,4377036000.0,15539700,2337500,323.1
2020-06-24,TATASTEEL,2020-07-30,325.25,333.25,321.4,322.95,322.2,322.95,9868,5502366000.0,13202200,3389800,326.05
2020-06-23,TATASTEEL,2020-07-30,322.0,327.9,318.7,325.6,325.2,325.6,6467,3557926999.9999995,9812400,3767200,
2020-06-22,TATASTEEL,2020-07-30,314.05,322.0,311.4,319.95,321.85,319.95,5370,2877381000.0,6045200,3573400,
2020-06-19,TATASTEEL,2020-07-30,317.0,320.15,312.0,313.75,314.0,313.75,1790,961079999.9999999,2471800,782000,
2020-06-18,TATASTEEL,2020-07-30,303.55,313.8,302.8,312.7,313.8,312.7,925,487593000.0,1689800,78200,
2020-06-17,TATASTEEL,2020-07-30,302.0,309.0,301.0,303.55,303.8,303.55,680,353734000.0,1611600,187000,
2020-06-16,TATASTEEL,2020-07-30,308.35,317.5,297.0,304.65,303.15,304.65,926,484868000.0,1424600,112200,
2020-06-15,TATASTEEL,2020-07-30,310.35,310.35,297.8,301.8,300.2,301.8,622,318934000.0,1312400,241400,
2020-06-12,TATASTEEL,2020-07-30,290.2,315.0,290.2,313.3,314.8,313.3,456,235173999.99999997,1071000,79900,
2020-06-11,TATASTEEL,2020-07-30,317.5,318.85,307.55,309.45,311.15,309.45,259,138246000.0,991100,54400,
2020-06-10,TATASTEEL,2020-07-30,325.5,325.85,317.8,320.7,321.0,320.7,304,166027000.0,936700,76500,
2020-06-09,TATASTEEL,2020-07-30,334.5,339.85,325.0,326.8,325.6,326.8,267,151032000.0,860200,39100,
2020-06-08,TATASTEEL,2020-07-30,345.0,348.25,323.3,330.25,331.4,330.25,430,244387000.0,821100,112200,
2020-06-05,TATASTEEL,2020-07-30,320.0,339.0,320.0,335.45,336.6,335.45,443,250183000.0,708900,102000,
2020-06-04,TATASTEEL,2020-07-30,313.2,316.0,308.8,314.15,313.95,314.15,200,106440000.00000001,606900,30600,319.95
2020-06-03,TATASTEEL,2020-07-30,318.3,319.0,309.35,311.4,311.4,311.4,239,128210999.99999999,576300,42500,
2020-06-02,TATASTEEL,2020-07-30,313.5,317.5,307.55,313.65,313.85,313.65,268,142272000.0,533800,35700,319.4
2020-06-01,TATASTEEL,2020-07-30,300.0,312.15,296.45,308.15,310.05,308.15,508,265665000.0,498100,51000,315.2
2020-05-29,TATASTEEL,2020-06-25,291.1,293.4,287.0,292.45,291.0,292.45,11436,4977466000.0,18090000,267000,295.2
2020-05-28,TATASTEEL,2020-06-25,292.05,298.5,288.75,294.75,292.8,294.75,19144,8425513000.0,17823000,4543500,295.5
2020-05-27,TATASTEEL,2020-06-25,288.85,290.6,278.8,288.0,289.4,288.0,12760,5426167000.0,13279500,6300000,287.95
