Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,HDFCBANK,2020-07-30,1057.45,1101.85,1057.45,1096.3,1101.0,1096.3,30518,18124846000.0,38707350,1448700,1098.45
2020-07-16,HDFCBANK,2020-07-30,1056.2,1064.75,1036.05,1060.95,1057.45,1060.95,26446,15252418000.0,37258650,-1344750,
2020-07-15,HDFCBANK,2020-07-30,1069.95,1077.5,1051.0,1053.65,1056.0,1053.65,25907,15164029000.0,38603400,-1309550,
2020-07-14,HDFCBANK,2020-07-30,1074.75,1074.75,1050.25,1060.3,1062.15,1060.3,27914,16255604999.999998,39912950,-1577400,
2020-07-13,HDFCBANK,2020-07-30,1109.65,1111.85,1072.25,1082.4,1084.15,1082.4,27608,16506896000.0,41490350,-1800700,
2020-07-10,HDFCBANK,2020-07-30,1116.8,1118.15,1098.6,1104.8,1105.05,1104.8,19998,12175939000.0,43291050,368500,
2020-07-09,HDFCBANK,2020-07-30,1112.45,1124.95,1103.95,1122.45,1124.2,1122.45,17264,10614890000.0,42922550,-285450,
2020-07-08,HDFCBANK,2020-07-30,1102.55,1125.2,1102.3,1106.7,1106.5,1106.7,27596,16880609000.0,43208000,165550,
2020-07-07,HDFCBANK,2020-07-30,1104.05,1106.55,1088.6,1101.4,1099.85,1101.4,23909,14432900000.0,43042450,889350,1105.15
2020-07-06,HDFCBANK,2020-07-30,1100.0,1116.65,1096.75,1100.95,1101.3,1100.95,30537,18575175000.0,42153100,7700,
2020-07-03,HDFCBANK,2020-07-30,1089.05,1091.5,1069.3,1073.95,1075.4,1073.95,21205,12568804000.0,42145400,-1665950,1073.95
2020-07-02,HDFCBANK,2020-07-30,1084.5,1102.65,1081.6,1087.9,1090.3,1087.9,30146,18126744000.0,43811350,-1226500,1089.4
2020-07-01,HDFCBANK,2020-07-30,1055.6,1087.65,1052.1,1078.65,1074.7,1078.65,31145,18416721000.0,45037850,747450,
2020-06-25,HDFCBANK,2020-06-25,1017.15,1046.2,1006.4,1029.65,1036.0,1028.75,34741,17832559000.0,1467500,-8338500,1028.75
2020-06-24,HDFCBANK,2020-06-25,1047.2,1056.6,1025.25,1027.95,1026.0,1027.95,39375,20535699000.0,9806000,-8015000,1032.5
2020-06-23,HDFCBANK,2020-06-25,1036.65,1046.6,1015.95,1043.85,1045.8,1043.85,48172,24825715000.0,17821000,-9710000,
2020-06-22,HDFCBANK,2020-06-25,1037.05,1046.55,1024.0,1028.8,1029.0,1028.8,42899,22250489000.0,27531000,-5260500,
2020-06-19,HDFCBANK,2020-06-25,1014.7,1042.65,1009.35,1030.25,1030.1,1030.25,41553,21339814000.0,32791500,-78500,
2020-06-18,HDFCBANK,2020-06-25,979.75,1020.0,971.25,1016.85,1016.3,1016.85,31775,15842070000.000002,32870000,-734500,
2020-06-17,HDFCBANK,2020-06-25,984.05,998.15,972.15,976.3,974.85,976.3,33277,16374519000.0,33604500,231000,
2020-06-16,HDFCBANK,2020-06-25,974.4,990.9,949.75,987.75,986.55,987.75,38025,18585902000.0,33373500,-198000,
2020-06-15,HDFCBANK,2020-06-25,964.65,971.4,941.1,951.15,953.3,951.15,30362,14475504999.999998,33571500,-584500,
2020-06-12,HDFCBANK,2020-06-25,933.25,985.5,928.35,980.25,975.0,980.25,43341,20745550000.0,34156000,967500,
2020-06-11,HDFCBANK,2020-06-25,985.0,988.0,966.25,969.7,970.0,969.7,26015,12703467000.0,33188500,359000,
2020-06-10,HDFCBANK,2020-06-25,988.95,1000.4,979.0,993.35,995.05,993.35,32226,15959076000.0,32829500,-416000,
2020-06-09,HDFCBANK,2020-06-25,1018.65,1023.95,980.4,986.95,983.45,986.95,43520,21831074000.0,33245500,-69500,
2020-06-08,HDFCBANK,2020-06-25,1056.45,1063.0,1005.8,1016.55,1016.55,1016.55,46147,23775996000.0,33315000,-2211000,
2020-06-05,HDFCBANK,2020-06-25,1000.15,1039.4,1000.15,1032.55,1037.35,1032.55,36272,18514086000.0,35526000,-241500,
2020-06-04,HDFCBANK,2020-06-25,1026.3,1034.55,990.8,999.35,993.85,999.35,40017,20212443000.0,35767500,-1718500,1001.7
2020-06-03,HDFCBANK,2020-06-25,1018.05,1041.5,1009.35,1018.1,1020.0,1018.1,43265,22135939000.0,37486000,821000,
2020-06-02,HDFCBANK,2020-06-25,977.45,1002.0,969.1,995.5,1002.0,995.5,36621,18039046000.0,36665000,1151500,1001.0
2020-06-01,HDFCBANK,2020-06-25,969.6,989.8,962.05,979.75,976.0,979.75,28702,14078079999.999998,35513500,1016000,987.65
2020-05-28,HDFCBANK,2020-05-28,920.15,950.0,913.85,945.05,948.25,945.25,33991,15931712000.0,1282500,-6952500,945.25
2020-05-27,HDFCBANK,2020-05-28,859.4,906.75,855.85,903.4,901.55,903.4,53150,23378576000.0,8235000,-10183500,903.65
2020-05-26,HDFCBANK,2020-05-28,854.9,868.9,848.6,853.55,858.45,853.55,52554,22604278000.0,18418500,-9553500,852.4
2020-05-22,HDFCBANK,2020-05-28,845.75,866.4,829.65,837.35,841.45,837.35,54338,22859578000.0,27972000,-5529500,838.85
2020-05-21,HDFCBANK,2020-05-28,860.2,883.0,849.05,854.9,855.0,854.9,42121,18283541000.0,33501500,-656500,859.55
