Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,M&M,2020-07-30,570.55,591.0,565.75,588.75,587.5,588.75,8641,7017628999.999999,16455600,-618800,
2020-07-16,M&M,2020-07-30,547.45,573.7,543.1,570.5,568.15,570.5,9439,7466889000.0,17074400,263200,
2020-07-15,M&M,2020-07-30,549.1,557.9,542.4,548.8,550.8,548.8,4871,3747150000.0,16811200,-352800,
2020-07-14,M&M,2020-07-30,554.0,554.0,537.45,544.8,543.55,544.8,4118,3145612000.0,17164000,-770000,
2020-07-13,M&M,2020-07-30,557.1,559.0,548.85,555.2,552.95,555.2,3175,2465046000.0,17934000,-126000,
2020-07-10,M&M,2020-07-30,556.2,567.8,551.4,553.5,553.55,553.5,5582,4357863000.0,18060000,-548800,
2020-07-09,M&M,2020-07-30,550.85,563.3,547.35,560.5,562.65,560.5,3431,2667226000.0,18608800,168000,
2020-07-08,M&M,2020-07-30,561.95,566.0,548.5,550.45,550.75,550.45,4271,3343373000.0000005,18440800,-527800,
2020-07-07,M&M,2020-07-30,560.75,565.75,551.0,559.25,559.85,559.25,6770,5283863000.0,18968600,-863800,560.0
2020-07-06,M&M,2020-07-30,532.8,569.5,532.3,567.8,566.75,567.8,11789,9161549000.0,19832400,714000,
2020-07-03,M&M,2020-07-30,529.85,532.7,521.55,528.1,528.85,528.1,7129,5256992000.0,19118400,-653800,530.5
2020-07-02,M&M,2020-07-30,503.05,529.5,503.05,527.55,528.6,527.55,12684,9223855000.0,19772200,683200,529.7
2020-07-01,M&M,2020-07-30,512.25,518.7,493.8,498.3,501.15,498.3,8861,6303364000.0,19089000,394800,
2020-06-25,M&M,2020-06-25,508.45,516.2,503.05,508.55,503.4,507.25,4853,2472066000.0,663000,-1974000,507.25
2020-06-24,M&M,2020-06-25,519.9,527.7,512.35,514.7,515.0,514.7,9055,4699834000.0,2637000,-3835000,515.35
2020-06-23,M&M,2020-06-25,501.8,520.7,498.2,516.85,516.9,516.85,11754,5995969000.0,6472000,-2749000,
2020-06-22,M&M,2020-06-25,502.0,503.45,495.0,499.0,499.5,499.0,7753,3862569000.0,9221000,-2567000,
2020-06-19,M&M,2020-06-25,506.25,507.45,496.35,500.55,500.3,500.55,10547,5288194000.0,11788000,-3469000,
2020-06-18,M&M,2020-06-25,494.4,509.5,492.0,506.35,505.05,506.35,6467,3253636000.0,15257000,-838000,
2020-06-17,M&M,2020-06-25,502.55,504.1,493.15,496.8,495.7,496.8,8761,4360689000.0,16095000,-384000,
2020-06-16,M&M,2020-06-25,517.0,519.35,501.55,507.15,507.0,507.15,8138,4161954000.0,16479000,-577000,
2020-06-15,M&M,2020-06-25,507.75,520.35,499.5,508.8,511.0,508.8,18798,9626489000.0,17056000,348000,
2020-06-12,M&M,2020-06-25,456.05,511.95,456.0,508.85,510.8,508.85,27387,13240764000.000002,16708000,2270000,
2020-06-11,M&M,2020-06-25,469.3,479.95,469.2,474.15,474.3,474.15,5634,2678447000.0,14438000,544000,
2020-06-10,M&M,2020-06-25,476.75,483.15,469.1,471.5,474.4,471.5,6539,3109351000.0,13894000,-253000,
2020-06-09,M&M,2020-06-25,471.6,483.35,464.3,478.6,475.35,478.6,9959,4710755000.0,14147000,-232000,
2020-06-08,M&M,2020-06-25,487.1,493.5,469.0,471.15,471.0,471.15,7446,3576276999.9999995,14379000,-81000,
2020-06-05,M&M,2020-06-25,479.85,489.3,476.15,485.35,485.0,485.35,5019,2426591000.0,14460000,-111000,
2020-06-04,M&M,2020-06-25,484.75,485.65,468.6,479.4,478.4,479.4,6150,2932585000.0,14571000,-123000,478.45
2020-06-03,M&M,2020-06-25,467.65,491.5,467.2,484.6,487.95,484.6,9060,4350795000.0,14694000,-43000,
2020-06-02,M&M,2020-06-25,464.8,477.7,460.45,463.8,464.0,463.8,7073,3305424000.0,14737000,-192000,462.85
2020-06-01,M&M,2020-06-25,443.05,470.25,443.0,461.6,462.35,461.6,9634,4423808000.0,14929000,817000,461.1
2020-05-28,M&M,2020-05-28,427.2,443.95,424.7,441.25,439.95,440.4,5594,2432687000.0,540000,-2365000,440.4
2020-05-27,M&M,2020-05-28,426.5,434.65,414.7,431.95,430.95,431.95,10050,4263587999.9999995,2905000,-4625000,432.5
2020-05-26,M&M,2020-05-28,426.85,434.7,421.75,428.85,427.0,428.85,9723,4171015000.0,7530000,-4419000,429.15
2020-05-22,M&M,2020-05-28,406.2,429.4,399.05,425.95,426.5,425.95,11855,4912839000.0,11949000,-2107000,426.35
2020-05-21,M&M,2020-05-28,402.0,410.85,398.4,407.7,405.9,407.7,5833,2367490000.0,14056000,-668000,408.3
2020-05-20,M&M,2020-05-28,381.6,412.3,379.9,404.65,405.9,404.65,8680,3454526000.0,14724000,402000,405.05
