Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,RBLBANK,2020-08-27,166.7,170.35,164.45,168.5,168.35,168.5,296,128747000.0,1414400,70200,
2020-07-16,RBLBANK,2020-08-27,163.2,167.0,158.9,166.05,165.4,166.05,229,97184000.0,1344200,-75400,
2020-07-15,RBLBANK,2020-08-27,166.85,170.0,161.45,162.7,163.7,162.7,475,203316000.0,1419600,-72800,
2020-07-14,RBLBANK,2020-08-27,170.95,171.45,160.8,163.35,163.7,163.35,772,329663000.0,1492400,408200,
2020-07-13,RBLBANK,2020-08-27,184.3,184.3,176.95,177.6,177.65,177.6,283,132040000.00000001,1084200,176800,
2020-07-10,RBLBANK,2020-08-27,184.25,187.4,177.55,180.3,180.2,180.3,245,114820000.0,907400,257400,
2020-07-09,RBLBANK,2020-08-27,188.75,191.35,185.95,188.15,188.3,188.15,109,53324000.0,650000,54600,
2020-07-08,RBLBANK,2020-08-27,187.7,197.15,185.3,186.25,186.45,186.25,229,113853000.0,595400,54600,
2020-07-07,RBLBANK,2020-08-27,176.9,188.95,176.8,186.1,185.5,186.1,186,88232000.0,540800,-33800,186.95
2020-07-06,RBLBANK,2020-08-27,174.55,179.3,173.55,177.3,176.95,177.3,86,39446000.0,574600,13000,
2020-07-03,RBLBANK,2020-08-27,176.8,178.2,168.6,171.45,171.6,171.45,118,52875000.0,561600,93600,173.6
2020-07-02,RBLBANK,2020-08-27,172.95,179.25,172.95,176.2,176.8,176.2,87,39979000.0,468000,80600,177.65
2020-07-01,RBLBANK,2020-08-27,167.75,173.35,166.3,172.0,171.75,172.0,182,81262000.0,387400,7800,
2020-06-30,RBLBANK,2020-07-30,181.45,182.85,167.8,168.65,168.25,168.65,7332,3321387999.9999995,19151600,1723800,
2020-06-29,RBLBANK,2020-07-30,181.0,184.85,174.3,177.9,178.75,177.9,8492,3946974000.0,17427800,-382200,179.65
2020-06-26,RBLBANK,2020-07-30,192.65,196.65,183.9,186.75,186.65,186.75,9787,4802277000.0,17810000,1804400,190.65
