Date,Residuals
2019-08-30,-2523.641665023795
2019-09-03,-2149.5666209546052
2019-09-04,-2304.636887369037
2019-09-05,-2570.823922369769
2019-09-06,-2513.1012516806404
2019-09-09,-2323.703039439346
2019-09-11,-2504.2309957153175
2019-09-12,-2562.036219060201
2019-09-13,-2379.991520094356
2019-09-16,-2365.16463647361
2019-09-17,-2487.445479059934
2019-09-18,-2314.701966784123
2019-09-19,-2379.0498214736763
2019-09-20,-2324.3485416470558
2019-09-23,-1607.907879336064
2019-09-24,-1572.7073041638141
2019-09-25,-1713.4685177499105
2019-09-26,-1425.1309698188907
2019-09-27,-1522.1102940598685
2019-09-30,-1525.6182896802948
2019-10-01,-1221.0712018870727
2019-10-03,-1046.2999250593748
2019-10-04,-1032.6614080588297
2019-10-07,-1193.4760313346796
2019-10-09,-1002.8107810937308
2019-10-10,-909.1225698520775
2019-10-11,-974.8611645418987
2019-10-14,-966.0653152315572
2019-10-15,-1149.562185404273
2019-10-16,-1170.3316485768373
2019-10-17,-1216.2920693701817
2019-10-18,-1487.915900852915
2019-10-22,-1759.5689893364615
2019-10-23,-1594.7463963366063
2019-10-24,-1392.594774405561
2019-10-25,-1003.0578275432126
2019-10-27,-483.8952096465746
2019-10-29,-557.1755029570759
2019-10-30,-378.8618641980647
2019-10-31,-599.3852863362081
2019-11-01,-670.9544696463108
2019-11-04,-431.9164864742743
2019-11-05,-688.255081164094
2019-11-06,-1140.4452459921085
2019-11-07,-951.5995625094292
2019-11-08,-991.7482099917361
2019-11-11,-776.1104962330592
2019-11-13,-516.8638436808524
2019-11-14,-177.76227354265575
2019-11-15,154.08970594013226
2019-11-18,585.2182373883516
2019-11-19,536.3184291124344
2019-11-20,32.80940218052456
2019-11-21,-280.03763381984936
2019-11-22,-74.07122278529278
2019-11-25,-104.17131092367526
2019-11-26,-348.6165332689179
2019-11-27,-403.482586751732
2019-11-28,-232.2970183034995
2019-11-29,-201.48486154430248
2019-12-02,-27.619958405985017
2019-12-03,173.47586500793113
2019-12-04,130.7139881111998
2019-12-05,123.89087173194821
2019-12-06,93.06148524901073
2019-12-09,-0.982524509774521
2019-12-10,-221.0141339924303
2019-12-11,-144.51361061303032
2019-12-12,50.45320976611765
2019-12-13,489.3167708358542
2019-12-16,824.0745229393488
2019-12-17,872.181943387528
2019-12-18,536.590514180205
2019-12-19,597.9628895595506
2019-12-20,361.73435811133277
2019-12-23,425.80538097298813
2019-12-24,291.80373314551616
2019-12-26,450.1406800078639
2019-12-27,464.87503586963976
2019-12-30,494.5726729386861
2019-12-31,417.77138266295333
2020-01-01,467.19612097325444
2020-01-02,512.1664909733863
2020-01-03,561.4587647663157
2020-01-06,109.20568673187881
2020-01-07,55.17627435252143
2020-01-08,-1.0370586475983146
2020-01-09,-88.50506571677761
2020-01-10,-304.70883295827116
2020-01-13,-320.20897288950437
2020-01-14,-249.81169337219944
2020-01-15,-22.7547081650373
2020-01-16,-239.14077409624224
