Date,Residuals
2018-10-05,-305.06280817327524
2018-10-08,-186.25686501026166
2018-10-09,-141.96907798918346
2018-10-10,-111.83684406731754
2018-10-11,-74.49849885680896
2018-10-12,-149.18945729047618
2018-10-15,-112.24151232420445
2018-10-16,-171.36310312071737
2018-10-17,-212.42041630621588
2018-10-19,-260.8823343376962
2018-10-22,-222.86427331212008
2018-10-23,-220.73928916484738
2018-10-24,-259.3793944616423
2018-10-25,-259.56427331212035
2018-10-26,-235.18370436018176
2018-10-29,-244.91453655410896
2018-10-30,-212.71718148272066
2018-10-31,-274.29703371796404
2018-11-01,-219.1911539658563
2018-11-02,-184.85748661059824
2018-11-05,-213.03449408614733
2018-11-06,-212.29533704258301
2018-11-07,-216.71303970981035
2018-11-09,-154.54625359036163
2018-11-12,-235.3604581921054
2018-11-13,-218.30680159935582
2018-11-14,-198.39011059626546
2018-11-15,-115.89736037085822
2018-11-16,-78.94801367664832
2018-11-19,-95.20617999901924
2018-11-20,-118.93874057378025
2018-11-21,-132.61708636636104
2018-11-22,-68.35797179075917
2018-11-26,85.30914098158519
2018-11-27,-42.34314558867891
2018-11-28,7.186116751680856
2018-11-29,-38.30588505157721
2018-11-30,-44.97094279019302
2018-12-03,15.728603735099568
2018-12-04,97.80910927613195
2018-12-05,137.8086875068775
2018-12-06,130.13563157151975
2018-12-07,144.34323970446076
2018-12-10,150.90405095544384
2018-12-11,113.16067912969993
2018-12-12,260.57560044814
2018-12-13,298.7887933857455
2018-12-14,300.1535878823729
2018-12-17,273.8950314962008
2018-12-18,248.67272398299247
2018-12-19,226.03395700322926
2018-12-20,249.59453671767687
2018-12-21,248.8030296929428
2018-12-24,73.95766624437692
2018-12-26,83.17641228119464
2018-12-27,16.53532702571556
2018-12-28,-9.778455806774218
2018-12-31,-28.892270344716962
2019-01-01,72.11220767945133
2019-01-02,71.64464143239957
2019-01-03,99.32217539192561
2019-01-04,53.93602163532114
2019-01-07,13.979130219076524
2019-01-08,41.98732824690069
2019-01-09,1.75378771345504
2019-01-10,-33.763946659225894
2019-01-11,-40.51988982223884
2019-01-14,-64.24062748187953
2019-01-15,-26.273841362430176
2019-01-16,-55.71890986355447
2019-01-17,-53.3557169259484
2019-01-18,-58.969531463891144
2019-01-21,-151.63040612578015
2019-01-22,-65.47654970194844
2019-01-23,-62.21903668536743
2019-01-24,-71.66080695208984
2019-01-25,-156.57533820672825
2019-01-28,-201.51913180172642
2019-01-29,-158.16256703837644
2019-01-30,-203.37700317665576
2019-01-31,-203.99147102038842
2019-02-01,-31.950975659791766
2019-02-04,-23.533599645459162
2019-02-05,24.26019394953937
2019-02-06,23.790499659489797
2019-02-07,68.02341859259877
2019-02-08,115.68912963700359
2019-02-11,153.85510392339802
2019-02-12,61.42714819461753
2019-02-13,31.658697105240662
2019-02-14,74.48564116988337
2019-02-15,12.17607311957363
2019-02-18,6.532311230028881
2019-02-19,-60.2814716024609
2019-02-20,-75.80021763927925
2019-02-21,-59.955149138154866
2019-02-22,-52.92615003978426
2019-02-25,-30.71494872500034
2019-02-26,-55.69257780088492
2019-02-27,-78.54091283095795
2019-02-28,-102.8939161179178
2019-03-01,-65.06890026519159
2019-03-05,37.03145809315674
2019-03-06,1.757453904567683
2019-03-07,-66.83657122696559
2019-03-08,-52.38559126828113
2019-03-11,-5.737519480197079
2019-03-12,-29.477951429887526
