symbol,entry_date,exit_date,expiry_date_curr,expiry_date_near,closing_price_curr,closing_price_near,difference,mean,std,upper_range,lower_range,signal,entry,exit,target,stoploss,pnl,returns
SBIN,2018-10-08,2018-10-09,2018-10-25,2018-11-29,266.5,268.9,2.4,1.2,0.47,2.38,0.03,Sell Spread,2.4,1.3500000000000227,1.6949999999999998,2.635,1.0499999999999772,0.4375
SBIN,2020-03-18,2020-03-25,2020-03-26,2020-04-30,213.6,213.7,0.1,1.34,0.41,2.37,0.32,Buy Spread,0.1,0.75,0.715,-0.10499999999999997,0.65,6.5
SBIN,2020-05-22,2020-05-26,2020-05-28,2020-06-25,150.4,150.6,0.2,1.3,0.44,2.4,0.2,Buy Spread,0.2,-0.05000000000001137,0.8600000000000001,-0.01999999999999999,-0.2500000000000114,-1.25
SBIN,2020-05-27,2020-05-28,2020-05-28,2020-06-25,158.8,158.8,0.0,1.29,0.44,2.39,0.19,Buy Spread,0.0,-0.39999999999997726,0.66,-0.22,-0.39999999999997726,0.0
SBIN,2020-06-15,2020-06-25,2020-06-25,2020-07-30,173.7,173.8,0.1,1.27,0.46,2.42,0.12,Buy Spread,0.1,-0.04999999999998295,0.79,-0.13,-0.14999999999998295,-1.5
AXISBANK,2018-10-09,2018-10-10,2018-10-25,2018-11-29,554.95,559.85,4.9,2.56,0.8,4.56,0.56,Sell Spread,4.9,3.4500000000000455,3.7,5.300000000000002,1.4499999999999549,0.2959
AXISBANK,2019-03-26,2019-03-28,2019-03-28,2019-04-25,758.7,763.6,4.9,2.71,0.82,4.76,0.66,Sell Spread,4.9,5.75,3.67,5.3100000000000005,-0.8499999999999996,-0.1735
AXISBANK,2019-04-02,2019-04-08,2019-04-25,2019-05-30,772.85,778.5,5.65,2.74,0.86,4.89,0.59,Sell Spread,5.65,4.099999999999909,4.36,6.08,1.5500000000000913,0.2743
AXISBANK,2019-04-11,2019-04-25,2019-04-25,2019-05-30,756.55,761.85,5.3,2.78,0.91,5.06,0.5,Sell Spread,5.3,6.850000000000023,3.935,5.755,-1.550000000000023,-0.2925
AXISBANK,2020-03-13,2020-03-16,2020-03-26,2020-04-30,567.25,574.25,7.0,3.05,0.94,5.4,0.7,Sell Spread,7.0,1.6999999999999886,5.59,7.47,5.300000000000011,0.7571
AXISBANK,2020-03-18,2020-03-19,2020-03-26,2020-04-30,474.25,480.1,5.85,3.05,0.95,5.42,0.67,Sell Spread,5.85,0.5500000000000114,4.425,6.324999999999998,5.299999999999988,0.906
AXISBANK,2020-04-01,2020-04-15,2020-04-30,2020-05-28,358.95,359.5,0.55,3.03,0.97,5.46,0.6,Buy Spread,0.55,2.3500000000000227,2.005,0.06500000000000006,1.8000000000000227,3.2727
AXISBANK,2020-05-18,2020-05-28,2020-05-28,2020-06-25,359.55,360.0,0.45,2.96,1.0,5.46,0.46,Buy Spread,0.45,-1.849999999999966,1.95,-0.04999999999999999,-2.299999999999966,-5.1111
AXISBANK,2020-06-02,2020-06-08,2020-06-25,2020-07-30,411.9,412.05,0.15,2.91,1.05,5.54,0.29,Buy Spread,0.15,1.8000000000000114,1.725,-0.375,1.6500000000000115,11.0
AXISBANK,2020-06-15,2020-06-25,2020-06-25,2020-07-30,389.5,389.65,0.15,2.89,1.07,5.56,0.21,Buy Spread,0.15,0.39999999999997726,1.755,-0.385,0.24999999999997727,1.6667
WIPRO,2018-11-01,2018-11-02,2018-11-29,2018-12-27,330.5,326.3,-4.2,0.48,1.66,4.63,-3.67,Buy Spread,-4.2,1.6999999999999886,-1.7100000000000004,-5.03,5.899999999999989,1.4048
ITC,2019-04-01,2019-04-08,2019-04-25,2019-05-30,299.45,297.5,-1.95,1.2,0.6,2.7,-0.3,Buy Spread,-1.95,-2.3500000000000227,-1.05,-2.25,-0.4000000000000228,-0.2051
ITC,2019-04-09,2019-04-18,2019-04-25,2019-05-30,297.55,295.7,-1.85,1.14,0.73,2.96,-0.68,Buy Spread,-1.85,-0.75,-0.7550000000000001,-2.215,1.1,0.5946
ITC,2020-04-03,2020-04-13,2020-04-30,2020-05-28,177.8,176.2,-1.6,1.11,0.67,2.78,-0.56,Buy Spread,-1.6,-0.25,-0.595,-1.935,1.35,0.8438
ITC,2020-04-17,2020-04-28,2020-04-30,2020-05-28,189.1,188.1,-1.0,1.09,0.7,2.84,-0.66,Buy Spread,-1.0,-1.450000000000017,0.049999999999999815,-1.35,-0.45000000000001705,-0.45
ITC,2020-04-29,2020-04-30,2020-04-30,2020-05-28,182.35,179.5,-2.85,1.05,0.75,2.92,-0.82,Buy Spread,-2.85,-2.950000000000017,-1.725,-3.225,-0.10000000000001696,-0.0351
ITC,2020-05-04,2020-05-06,2020-05-28,2020-06-25,171.9,170.45,-1.45,1.04,0.78,2.99,-0.91,Buy Spread,-1.45,-2.3499999999999943,-0.28,-1.84,-0.8999999999999944,-0.6207
ITC,2020-05-07,2020-05-12,2020-05-28,2020-06-25,160.85,158.8,-2.05,1.02,0.81,3.05,-1.01,Buy Spread,-2.05,-2.6000000000000227,-0.8349999999999997,-2.455,-0.5500000000000229,-0.2683
ITC,2020-05-13,2020-05-19,2020-05-28,2020-06-25,165.85,163.25,-2.6,1.0,0.85,3.12,-1.12,Buy Spread,-2.6,-3.049999999999983,-1.3250000000000002,-3.025,-0.44999999999998286,-0.1731
ITC,2020-05-20,2020-05-21,2020-05-28,2020-06-25,175.65,173.0,-2.65,0.97,0.91,3.24,-1.3,Buy Spread,-2.65,-3.4499999999999886,-1.285,-3.105,-0.7999999999999887,-0.3019
ITC,2020-05-22,2020-05-27,2020-05-28,2020-06-25,186.8,183.25,-3.55,0.95,0.95,3.32,-1.42,Buy Spread,-3.55,-1.6500000000000057,-2.125,-4.025,1.8999999999999941,0.5352
ITC,2020-06-01,2020-06-04,2020-06-25,2020-07-30,196.7,192.65,-4.05,0.92,1.0,3.42,-1.58,Buy Spread,-4.05,-4.650000000000006,-2.55,-4.55,-0.6000000000000059,-0.1481
ITC,2020-06-05,2020-06-09,2020-06-25,2020-07-30,200.3,195.85,-4.45,0.89,1.09,3.62,-1.84,Buy Spread,-4.45,-5.200000000000017,-2.815,-4.995,-0.7500000000000169,-0.1685
ITC,2020-06-10,2020-06-17,2020-06-25,2020-07-30,199.55,194.5,-5.05,0.86,1.17,3.78,-2.06,Buy Spread,-5.05,-3.1500000000000057,-3.295,-5.635,1.8999999999999941,0.3762
ITC,2020-06-18,2020-06-25,2020-06-25,2020-07-30,186.95,184.1,-2.85,0.8,1.28,4.0,-2.4,Buy Spread,-2.85,-1.9000000000000057,-0.9300000000000002,-3.49,0.9499999999999944,0.3333
ICICIBANK,2019-04-05,2019-04-25,2019-04-25,2019-05-30,393.8,396.85,3.05,1.25,0.7,3.0,-0.5,Sell Spread,3.05,3.6000000000000227,2.0,3.4,-0.5500000000000229,-0.1803
ICICIBANK,2020-03-19,2020-03-20,2020-03-26,2020-04-30,337.45,336.9,-0.55,1.54,0.76,3.44,-0.36,Buy Spread,-0.55,1.25,0.5900000000000001,-0.93,1.8,3.2727
KOTAKBANK,2019-05-09,2019-05-10,2019-05-30,2019-06-27,1383.9,1397.45,13.55,4.59,2.35,10.46,-1.28,Sell Spread,13.55,8.300000000000182,10.025,14.725,5.249999999999819,0.3875
KOTAKBANK,2020-03-12,2020-03-13,2020-03-26,2020-04-30,1460.1,1472.75,12.65,5.23,2.21,10.76,-0.29,Sell Spread,12.65,8.550000000000182,9.335,13.755,4.0999999999998185,0.3241
KOTAKBANK,2020-03-18,2020-03-24,2020-03-26,2020-04-30,1174.15,1171.85,-2.3,5.23,2.24,10.83,-0.37,Buy Spread,-2.3,-3.9500000000000455,1.0600000000000005,-3.42,-1.6500000000000457,-0.7174
KOTAKBANK,2020-03-25,2020-03-26,2020-03-26,2020-04-30,1288.95,1277.75,-11.2,5.14,2.43,11.22,-0.94,Buy Spread,-11.2,-28.09999999999991,-7.554999999999999,-12.415,-16.89999999999991,-1.5089
KOTAKBANK,2020-04-01,2020-04-20,2020-04-30,2020-05-28,1172.75,1168.45,-4.3,5.06,2.85,12.18,-2.07,Buy Spread,-4.3,-6.350000000000136,-0.024999999999999467,-5.725,-2.0500000000001366,-0.4767
KOTAKBANK,2020-04-21,2020-04-28,2020-04-30,2020-05-28,1129.1,1123.6,-5.5,4.89,3.08,12.59,-2.81,Buy Spread,-5.5,-8.25,-0.8799999999999999,-7.04,-2.75,-0.5
KOTAKBANK,2020-04-29,2020-04-30,2020-04-30,2020-05-28,1328.8,1324.3,-4.5,4.78,3.25,12.9,-3.34,Buy Spread,-4.5,-8.349999999999909,0.375,-6.125,-3.849999999999909,-0.8556
KOTAKBANK,2020-05-06,2020-05-28,2020-05-28,2020-06-25,1246.5,1242.2,-4.3,4.71,3.34,13.06,-3.64,Buy Spread,-4.3,-6.899999999999864,0.71,-5.97,-2.5999999999998638,-0.6047
KOTAKBANK,2020-07-01,2020-07-09,2020-07-30,2020-08-27,1352.95,1345.7,-7.25,4.22,3.8,13.72,-5.28,Buy Spread,-7.25,-1.2999999999999545,-1.5500000000000007,-9.15,5.9500000000000455,0.8207
JUBLFOOD,2019-06-24,2019-06-26,2019-06-27,2019-07-25,1258.05,1255.4,-2.65,5.87,3.28,14.07,-2.33,Buy Spread,-2.65,-5.899999999999864,2.27,-4.29,-3.2499999999998637,-1.2264
JUBLFOOD,2019-07-01,2019-07-09,2019-07-25,2019-08-29,1240.9,1233.35,-7.55,5.76,3.44,14.36,-2.84,Buy Spread,-7.55,-2.0499999999999545,-2.39,-9.27,5.500000000000046,0.7285
JUBLFOOD,2019-07-10,2019-07-23,2019-07-25,2019-08-29,1222.55,1217.45,-5.1,5.56,3.68,14.76,-3.64,Buy Spread,-5.1,-8.649999999999864,0.4200000000000008,-6.94,-3.549999999999864,-0.6961
JUBLFOOD,2019-07-24,2019-07-25,2019-07-25,2019-08-29,1149.25,1131.5,-17.75,5.28,4.08,15.48,-4.92,Buy Spread,-17.75,-23.34999999999991,-11.63,-19.79,-5.599999999999909,-0.3155
JUBLFOOD,2019-08-01,2019-08-09,2019-08-29,2019-09-26,1180.7,1174.45,-6.25,5.17,4.37,16.1,-5.76,Buy Spread,-6.25,-8.900000000000091,0.3049999999999997,-8.435,-2.650000000000091,-0.424
JUBLFOOD,2019-08-13,2019-08-20,2019-08-29,2019-09-26,1129.0,1120.2,-8.8,4.97,4.59,16.44,-6.5,Buy Spread,-8.8,-11.700000000000045,-1.915000000000001,-11.095,-2.9000000000000448,-0.3295
JUBLFOOD,2019-08-21,2019-08-26,2019-08-29,2019-09-26,1122.7,1112.05,-10.65,4.78,4.86,16.93,-7.37,Buy Spread,-10.65,-17.550000000000182,-3.3599999999999994,-13.08,-6.9000000000001815,-0.6479
JUBLFOOD,2019-08-27,2019-08-29,2019-08-29,2019-09-26,1186.85,1163.95,-22.9,4.56,5.29,17.78,-8.66,Buy Spread,-22.9,-32.09999999999991,-14.964999999999998,-25.545,-9.19999999999991,-0.4017
JUBLFOOD,2019-09-04,2019-09-09,2019-09-26,2019-10-31,1183.9,1172.95,-10.95,4.33,5.81,18.85,-10.19,Buy Spread,-10.95,-14.099999999999909,-2.2349999999999994,-13.855,-3.1499999999999098,-0.2877
JUBLFOOD,2019-09-11,2019-09-13,2019-09-26,2019-10-31,1241.75,1228.5,-13.25,4.15,6.04,19.25,-10.95,Buy Spread,-13.25,-17.34999999999991,-4.19,-16.27,-4.099999999999909,-0.3094
JUBLFOOD,2019-09-16,2019-09-26,2019-09-26,2019-10-31,1255.75,1238.95,-16.8,4.0,6.27,19.67,-11.68,Buy Spread,-16.8,-23.800000000000182,-7.395000000000001,-19.935,-7.000000000000181,-0.4167
JUBLFOOD,2019-10-11,2019-10-30,2019-10-31,2019-11-28,1324.5,1308.85,-15.65,3.36,7.02,20.91,-14.19,Buy Spread,-15.65,-4.5,-5.120000000000001,-19.16,11.15,0.7125
JUBLFOOD,2020-03-16,2020-03-17,2020-03-26,2020-04-30,1361.5,1338.1,-23.4,1.59,7.69,20.82,-17.64,Buy Spread,-23.4,-27.649999999999864,-11.864999999999998,-27.245,-4.249999999999865,-0.1816
JUBLFOOD,2020-03-18,2020-03-23,2020-03-26,2020-04-30,1239.4,1204.0,-35.4,1.47,7.95,21.34,-18.4,Buy Spread,-35.4,-86.25,-23.475,-39.375,-50.85,-1.4364
JUBLFOOD,2020-03-24,2020-03-25,2020-03-26,2020-04-30,1300.75,1179.1,-121.65,0.94,10.51,27.22,-25.33,Buy Spread,-121.65,-67.39999999999986,-105.885,-126.905,54.25000000000014,0.446
JUBLFOOD,2020-04-07,2020-04-08,2020-04-30,2020-05-28,1394.05,1347.0,-47.05,0.62,11.45,29.24,-28.0,Buy Spread,-47.05,-22.5,-29.875,-52.775,24.549999999999997,0.5218
JUBLFOOD,2020-04-13,2020-04-17,2020-04-30,2020-05-28,1377.0,1325.0,-52.0,0.44,11.72,29.74,-28.86,Buy Spread,-52.0,-58.850000000000136,-34.42,-57.86,-6.850000000000136,-0.1317
JUBLFOOD,2020-04-20,2020-04-28,2020-04-30,2020-05-28,1501.0,1436.95,-64.05,0.03,12.59,31.51,-31.44,Buy Spread,-64.05,-28.200000000000045,-45.165,-70.345,35.84999999999995,0.5597
JUBLFOOD,2020-05-04,2020-05-05,2020-05-28,2020-06-25,1522.55,1479.95,-42.6,-0.74,13.95,34.14,-35.62,Buy Spread,-42.6,-19.149999999999864,-21.675000000000004,-49.575,23.450000000000138,0.5505
JUBLFOOD,2020-05-06,2020-05-13,2020-05-28,2020-06-25,1526.8,1490.0,-36.8,-0.84,14.04,34.26,-35.94,Buy Spread,-36.8,-44.25,-15.739999999999998,-43.81999999999999,-7.450000000000003,-0.2024
JUBLFOOD,2020-05-14,2020-05-28,2020-05-28,2020-06-25,1664.45,1619.45,-45.0,-1.24,14.48,34.96,-37.44,Buy Spread,-45.0,-46.549999999999955,-23.28,-52.24,-1.5499999999999545,-0.0344
PNB,2020-03-24,2020-03-25,2020-03-26,2020-04-30,36.25,37.45,1.2,0.39,0.32,1.19,-0.41,Sell Spread,1.2,0.10000000000000142,0.72,1.36,1.0999999999999985,0.9167
PNB,2020-07-16,2020-07-17,2020-07-30,2020-08-27,33.15,32.35,-0.8,0.36,0.33,1.18,-0.47,Buy Spread,-0.8,-1.1000000000000014,-0.30500000000000005,-0.965,-0.3000000000000014,-0.375
