AUROPHARMA 2020-09-02 00:00:00 qty: -114.0 exit long namespace(trigger='Target reached') filled
SUNPHARMA 2020-09-02 00:00:00 qty: 44.0 exit short namespace(trigger='Target reached') filled
UBL 2020-09-02 00:00:00 qty: -102.0 exit long namespace(trigger='Target reached') filled
HAVELLS 2020-09-02 00:00:00 qty: 63.0 exit short namespace(trigger='Target reached') filled
ITC 2020-09-02 00:00:00 qty: -463.0 exit long namespace(trigger='Target reached') filled
UBL 2020-09-02 00:00:00 qty: 252.0 exit short namespace(trigger='Target reached') filled
