Date,Open,High,Low,Close,Volume,Turnover
2015-10-13,17530.55,17632.25,17473.7,17554.85,42876621.0,13786300000.000002
2015-10-14,17453.0,17598.1,17434.05,17543.25,36203784.0,11829800000.0
2015-10-15,17604.45,17752.7,17582.85,17686.1,45583753.0,15584400000.0
2015-10-16,17701.5,17947.75,17583.55,17912.85,47119014.0,15833400000.0
2015-10-19,17911.65,17954.9,17817.95,17855.05,33082057.0,10944600000.0
2015-10-20,17843.65,17940.4,17755.65,17830.25,43600373.0,14180300000.0
2015-10-21,17814.55,17891.75,17565.35,17710.55,75991251.0,15857100000.0
2015-10-23,17859.75,17980.5,17852.55,17934.05,52769531.0,16412700000.0
2015-10-26,18027.1,18029.05,17798.65,17815.05,48475058.0,15105800000.0
2015-10-27,17738.45,17855.35,17738.45,17806.3,44418165.0,17295500000.0
2015-10-28,17589.35,17682.45,17281.4,17373.15,88770165.0,33502500000.0
2015-10-29,17388.4,17400.2,17178.85,17212.2,83585173.0,32125200000.0
2015-10-30,17249.9,17399.1,17170.35,17354.5,76279136.0,27692399999.999996
2015-11-02,17351.45,17372.25,17208.95,17340.6,48711521.0,15924900000.0
2015-11-03,17436.5,17466.2,17265.05,17325.6,44370782.0,15207200000.0
2015-11-04,17449.0,17449.0,17175.65,17221.05,41020104.0,13060000000.0
2015-11-05,17166.45,17166.45,16957.35,16995.1,46706567.0,15166099999.999998
2015-11-06,17003.0,17143.6,16911.6,17086.5,120185655.0,29014400000.0
2015-11-09,16667.9,17069.0,16587.25,17003.0,80562033.0,25199100000.0
2015-11-10,16895.2,17047.3,16805.05,16836.0,60864871.0,16928900000.000002
2015-11-11,16944.7,17016.8,16935.9,16956.0,10972178.0,3930400000.0
2015-11-13,16829.3,16962.55,16741.8,16932.85,47160823.0,16557400000.0
2015-11-16,16881.65,17230.5,16855.5,17184.9,50710286.0,15433000000.0
2015-11-17,17302.55,17302.55,17028.2,17140.45,53695877.0,16085700000.0
2015-11-18,17108.9,17186.7,16787.55,16812.1,44250311.0,13421000000.0
2015-11-19,16944.35,17110.35,16874.7,17071.9,42911555.0,14270000000.0
2015-11-20,17022.7,17262.85,16931.3,17055.6,56529641.0,18624900000.0
2015-11-23,17120.25,17126.35,16969.35,17060.25,45465543.0,14305500000.0
2015-11-24,17012.85,17108.4,16964.9,16988.65,39690936.0,12653599999.999998
2015-11-26,16988.2,17111.45,16972.6,17036.55,74810537.0,26908000000.0
2015-11-27,17095.2,17403.65,17049.55,17370.95,70130117.0,20974300000.0
2015-11-30,17336.25,17498.35,17336.25,17430.4,57553672.0,18612200000.0
2015-12-01,17456.75,17495.45,17353.85,17398.55,40750147.0,13958300000.0
2015-12-02,17457.15,17470.85,17164.0,17218.5,40854274.0,12631800000.0
2015-12-03,17137.8,17219.0,17080.25,17110.1,41691597.0,13238400000.0
2015-12-04,17009.45,17009.45,16880.35,16897.3,47280436.0,15229800000.0
2015-12-07,17018.0,17031.85,16921.75,16947.0,34913097.0,11629100000.0
2015-12-08,16888.65,16943.05,16783.65,16801.15,43130595.0,13405500000.0
2015-12-09,16762.15,16868.6,16626.55,16660.75,41301150.0,12742400000.0
2015-12-10,16697.2,16745.25,16573.15,16711.05,50821530.0,16999500000.0
2015-12-11,16751.35,16758.7,16260.1,16342.5,79358482.0,23866500000.0
2015-12-14,16212.4,16440.85,16205.8,16350.65,60757601.0,18616000000.0
2015-12-15,16342.35,16425.15,16188.05,16398.65,56408351.0,17148100000.0
2015-12-16,16464.5,16640.4,16363.9,16579.4,67659792.0,19851400000.0
2015-12-17,16704.05,16771.8,16544.65,16741.5,72117905.0,20817300000.0
2015-12-18,16719.45,16737.7,16572.75,16594.3,68363392.0,20302900000.0
2015-12-21,16593.4,16848.6,16580.65,16825.15,43038799.0,12560700000.0
2015-12-22,16810.7,16946.1,16704.15,16749.2,55650655.0,15699600000.0
2015-12-23,16828.35,16913.15,16812.5,16882.5,37200425.0,10778300000.0
2015-12-24,16926.95,16939.6,16756.9,16811.0,27091752.0,8072600000.0
2015-12-28,16843.4,17019.0,16843.4,16979.15,41135712.0,13651000000.0
2015-12-29,16988.3,17045.55,16921.15,16991.45,36299594.0,11537100000.0
2015-12-30,16997.5,17011.3,16889.05,16917.9,40935766.0,11015000000.0
2015-12-31,16916.05,16972.25,16896.65,16922.2,59187548.0,17426600000.0
2016-01-01,16932.5,17067.45,16824.05,17039.25,29215687.0,8424800000.0
2016-01-04,16966.35,16966.35,16575.45,16599.15,52324127.0,15415000000.0
2016-01-05,16652.05,16670.2,16474.85,16542.5,53646729.0,13982800000.0
2016-01-06,16505.45,16614.95,16377.65,16433.15,55221322.0,14978500000.0
2016-01-07,16256.55,16256.55,16049.75,16073.85,76230933.0,21237000000.0
2016-01-08,16135.4,16229.0,16104.1,16142.65,53483569.0,15591400000.000002
2016-01-11,15979.05,16156.8,15840.6,16016.25,67298931.0,18077900000.0
2016-01-12,16080.4,16080.4,15699.4,15734.8,98499719.0,23176300000.0
2016-01-13,15835.05,15956.25,15532.25,15871.85,113380181.0,27884400000.0
2016-01-14,15612.1,15803.2,15453.4,15609.8,81791556.0,20788800000.0
2016-01-15,15621.85,15650.7,15154.35,15206.3,98894244.0,23703500000.0
2016-01-18,15165.2,15270.4,14956.95,15020.8,121191177.0,28586900000.0
2016-01-19,15086.75,15338.2,15086.75,15269.65,85097353.0,22449400000.0
2016-01-20,15059.5,15533.45,14754.65,14935.5,92651950.0,23871000000.0
2016-01-21,15132.2,15364.6,14918.15,15101.2,109781594.0,28687100000.0
2016-01-22,15343.15,15575.65,15274.9,15497.55,87614131.0,21711300000.0
2016-01-25,15667.0,15682.65,15495.1,15561.15,66198778.0,18183700000.0
2016-01-27,15648.4,15673.95,15442.2,15534.6,68640342.0,16202800000.0
2016-01-28,15569.55,15572.2,15349.75,15381.45,85676389.0,22530600000.0
2016-01-29,15140.15,15554.9,15136.85,15522.4,137127980.0,39615100000.0
2016-02-01,15547.75,15565.5,15281.35,15314.45,101914265.0,29315700000.0
2016-02-02,15353.6,15463.45,15018.85,15068.0,117353243.0,28408400000.0
2016-02-03,14897.4,14947.8,14777.75,14834.05,84639389.0,21695100000.000004
2016-02-04,14969.2,14978.35,14761.4,14869.15,91114395.0,23156500000.0
2016-02-05,14928.25,15211.9,14890.9,15162.05,97272505.0,24865800000.0
2016-02-08,15206.3,15367.9,14960.1,15046.8,89200251.0,21706500000.0
2016-02-09,14830.4,14964.9,14760.8,14875.1,104650249.0,21880700000.0
2016-02-10,14740.2,14779.15,14490.2,14588.45,125483478.0,26718700000.0
2016-02-11,14518.65,14530.8,13969.85,14028.55,177103186.0,35579500000.0
2016-02-12,14088.6,14154.55,13810.6,13971.5,159082790.0,38698800000.0
2016-02-15,14120.9,14548.15,14120.5,14445.0,173684225.0,36230000000.0
2016-02-16,14602.25,14602.25,14136.8,14166.45,122479893.0,26615700000.0
2016-02-17,14165.25,14186.1,13892.1,14119.85,132908648.0,27371100000.0
2016-02-18,14301.75,14385.65,14180.9,14298.15,108987470.0,24025100000.000004
2016-02-19,14243.45,14395.85,14207.35,14344.2,99325491.0,20161800000.0
2016-02-22,14331.2,14467.15,14322.65,14384.8,68267346.0,15364000000.0
2016-02-23,14373.3,14373.3,13961.75,14008.35,81430644.0,19657600000.0
2016-02-24,13873.7,13974.5,13760.25,13794.05,92126868.0,20314600000.0
2016-02-25,13844.45,13844.45,13519.9,13555.7,107787803.0,23754400000.0
2016-02-26,13715.1,13889.25,13595.2,13791.45,102344200.0,21558400000.0
2016-02-29,13818.9,14222.3,13407.25,13946.4,262463001.0,65382800000.0
2016-03-01,14064.8,14445.7,14064.8,14412.9,99318596.0,23407800000.000004
2016-03-02,14770.35,15138.7,14767.3,15092.45,176235867.0,39662900000.0
2016-03-03,15150.05,15206.25,15000.05,15177.75,106177314.0,26594200000.0
2016-03-04,15243.75,15451.75,15005.5,15339.2,131358681.0,27553300000.0
2016-03-08,15323.45,15326.65,15066.5,15146.5,93409280.0,21721200000.0
2016-03-09,15022.35,15331.25,14989.4,15279.05,103166377.0,25323900000.0
2016-03-10,15347.45,15354.15,15098.5,15180.65,71231660.0,18425200000.0
2016-03-11,15133.75,15343.55,15024.8,15168.2,76974856.0,21538800000.0
2016-03-14,15309.05,15416.15,15220.15,15277.8,62568481.0,16519600000.0
2016-03-15,15310.45,15386.85,15268.1,15326.8,75740344.0,20084400000.0
2016-03-16,15304.35,15489.5,15178.3,15461.7,80437373.0,20709600000.0
2016-03-17,15622.3,15704.75,15312.5,15444.0,103772808.0,28586400000.0
2016-03-18,15485.8,15678.55,15456.2,15654.85,71783060.0,18960000000.0
2016-03-21,15735.55,15945.8,15735.55,15926.1,73595488.0,19795700000.0
2016-03-22,15930.45,15967.85,15779.15,15936.0,58606010.0,16697500000.0
2016-03-23,15884.25,15919.6,15799.95,15887.75,64078807.0,19821900000.0
2016-03-28,15867.75,15890.7,15522.2,15604.9,83527683.0,26586900000.0
2016-03-29,15583.1,15774.1,15580.8,15666.25,69537187.0,18230300000.0
2016-03-30,15829.6,16167.5,15762.2,16134.85,93824682.0,24615800000.0
2016-03-31,16134.4,16282.75,16062.05,16141.65,161944757.0,40806100000.0
